area_code,area,proc_code,proc
134,Malta,p115,Rabbits slaughtering
134,Malta,p116,"Rodents slaughtering, other"
134,Malta,p118,Beekeeping
134,Malta,p119,Silkworm breeding
134,Malta,p120,Fishing
136,Mauritania,p001,Rice production
136,Mauritania,p002,Wheat production
136,Mauritania,p003,Barley production
136,Mauritania,p004,Maize production
136,Mauritania,p005,Rye production
136,Mauritania,p006,Oat production
136,Mauritania,p007,Millet production
136,Mauritania,p008,Sorghum production
136,Mauritania,p009,"Cereals production, Other"
136,Mauritania,p010,Potatoes  production
136,Mauritania,p011,Cassava production
136,Mauritania,p012,Sweet potatoes production
136,Mauritania,p013,"Roots production, Other"
136,Mauritania,p014,Yams production
136,Mauritania,p015,Sugar cane production
136,Mauritania,p016,Sugar beet production
136,Mauritania,p017,Beans production
136,Mauritania,p018,Peas production
136,Mauritania,p019,"Pulses  production, Other"
136,Mauritania,p020,Nuts production
136,Mauritania,p021,Soyabeans production
136,Mauritania,p022,Groundnuts production
136,Mauritania,p023,Sunflower seed production
136,Mauritania,p024,Rape and Mustardseed production
136,Mauritania,p025,Seed cotton production
136,Mauritania,p026,Coconuts production
136,Mauritania,p027,Sesame seed production
136,Mauritania,p028,Oil palm fruit production
136,Mauritania,p029,Olives production
136,Mauritania,p030,"Oilcrops production, Other"
136,Mauritania,p031,Tomatoes production
136,Mauritania,p032,Onions production
136,Mauritania,p033,"Vegetables production, Other"
136,Mauritania,p034,"Oranges, Mandarines production"
136,Mauritania,p035,"Lemons, Limes production"
136,Mauritania,p036,Grapefruit production
136,Mauritania,p037,"Citrus production, Other"
136,Mauritania,p038,Bananas production
136,Mauritania,p039,Plantains production
136,Mauritania,p040,Apples production
136,Mauritania,p041,Pineapples production
136,Mauritania,p042,Dates production
136,Mauritania,p043,Grapes production
136,Mauritania,p044,"Fruits production, Other"
136,Mauritania,p045,Coffee production
136,Mauritania,p046,Cocoa Beans production
136,Mauritania,p047,Tea production
136,Mauritania,p048,Hops production
136,Mauritania,p049,Pepper production
136,Mauritania,p050,Pimento production
136,Mauritania,p051,Cloves production
136,Mauritania,p052,"Spices production, Other"
136,Mauritania,p053,Jute production
136,Mauritania,p054,Jute-Like Fibres production
136,Mauritania,p055,"Soft-Fibres production, Other"
136,Mauritania,p056,Sisal production
136,Mauritania,p057,Abaca production
136,Mauritania,p058,"Hard Fibres production, Other"
136,Mauritania,p059,Tobacco production
136,Mauritania,p060,Rubber production
136,Mauritania,p061,Fodder crops production
136,Mauritania,p062,Grazing production
136,Mauritania,p063,Cotton production
136,Mauritania,p064,"Sugar production, non-centrifugal"
136,Mauritania,p065,Sugar production
136,Mauritania,p066,"Sweeteners production, Other"
136,Mauritania,p067,Soyabean Oil extraction
136,Mauritania,p068,Groundnut Oil extraction
136,Mauritania,p069,Sunflowerseed Oil extraction
136,Mauritania,p070,Rape and Mustard Oil extraction
136,Mauritania,p071,Cottonseed Oil extraction
136,Mauritania,p072,Palmkernel Oil extraction
136,Mauritania,p073,Palm Oil production
136,Mauritania,p074,Coconut Oil extraction
136,Mauritania,p075,Sesameseed Oil extraction
136,Mauritania,p076,Olive Oil extraction
136,Mauritania,p077,Ricebran Oil extraction
136,Mauritania,p078,Maize Germ Oil extraction
136,Mauritania,p079,"Oilcrops Oil extraction, Other"
136,Mauritania,p080,Wine production
136,Mauritania,p081,Beer production
136,Mauritania,p082,"Beverages production, Fermented"
136,Mauritania,p083,"Beverages production, Alcoholic"
136,Mauritania,p084,"Alcohol production, Non-Food"
136,Mauritania,p085,Cattle husbandry
136,Mauritania,p086,Buffaloes husbandry
136,Mauritania,p087,Sheep husbandry
136,Mauritania,p088,Goats husbandry
136,Mauritania,p089,Pigs farming
136,Mauritania,p090,Poultry Birds farming
136,Mauritania,p091,Horses husbandry
136,Mauritania,p092,Asses husbandry
136,Mauritania,p093,Mules husbandry
136,Mauritania,p094,Camels husbandry
136,Mauritania,p095,"Camelids husbandry, other"
136,Mauritania,p096,Rabbits husbandry
136,Mauritania,p097,"Rodents husbandry, other"
136,Mauritania,p099,Dairy cattle husbandry
136,Mauritania,p100,Dairy buffaloes husbandry
136,Mauritania,p101,Dairy sheep husbandry
136,Mauritania,p102,Dairy goats husbandry
136,Mauritania,p103,Dairy camels husbandry
136,Mauritania,p104,Cattle slaughtering
136,Mauritania,p105,Buffaloes slaughtering
136,Mauritania,p106,Sheep slaughtering
136,Mauritania,p107,Goat slaughtering
136,Mauritania,p108,Pigs slaughtering
136,Mauritania,p109,Poultry slaughtering
136,Mauritania,p110,Horses slaughtering
136,Mauritania,p111,Asses slaughtering
136,Mauritania,p112,Mules slaughtering
136,Mauritania,p113,Camels slaughtering
136,Mauritania,p114,"Camelids slaughtering, other"
136,Mauritania,p115,Rabbits slaughtering
136,Mauritania,p116,"Rodents slaughtering, other"
136,Mauritania,p118,Beekeeping
136,Mauritania,p119,Silkworm breeding
136,Mauritania,p120,Fishing
137,Mauritius,p001,Rice production
137,Mauritius,p002,Wheat production
137,Mauritius,p003,Barley production
137,Mauritius,p004,Maize production
137,Mauritius,p005,Rye production
137,Mauritius,p006,Oat production
137,Mauritius,p007,Millet production
137,Mauritius,p008,Sorghum production
137,Mauritius,p009,"Cereals production, Other"
137,Mauritius,p010,Potatoes  production
137,Mauritius,p011,Cassava production
137,Mauritius,p012,Sweet potatoes production
137,Mauritius,p013,"Roots production, Other"
137,Mauritius,p014,Yams production
137,Mauritius,p015,Sugar cane production
137,Mauritius,p016,Sugar beet production
137,Mauritius,p017,Beans production
137,Mauritius,p018,Peas production
137,Mauritius,p019,"Pulses  production, Other"
137,Mauritius,p020,Nuts production
137,Mauritius,p021,Soyabeans production
137,Mauritius,p022,Groundnuts production
137,Mauritius,p023,Sunflower seed production
137,Mauritius,p024,Rape and Mustardseed production
137,Mauritius,p025,Seed cotton production
137,Mauritius,p026,Coconuts production
137,Mauritius,p027,Sesame seed production
137,Mauritius,p028,Oil palm fruit production
137,Mauritius,p029,Olives production
137,Mauritius,p030,"Oilcrops production, Other"
137,Mauritius,p031,Tomatoes production
137,Mauritius,p032,Onions production
137,Mauritius,p033,"Vegetables production, Other"
137,Mauritius,p034,"Oranges, Mandarines production"
137,Mauritius,p035,"Lemons, Limes production"
137,Mauritius,p036,Grapefruit production
137,Mauritius,p037,"Citrus production, Other"
137,Mauritius,p038,Bananas production
137,Mauritius,p039,Plantains production
137,Mauritius,p040,Apples production
137,Mauritius,p041,Pineapples production
137,Mauritius,p042,Dates production
137,Mauritius,p043,Grapes production
137,Mauritius,p044,"Fruits production, Other"
137,Mauritius,p045,Coffee production
137,Mauritius,p046,Cocoa Beans production
137,Mauritius,p047,Tea production
137,Mauritius,p048,Hops production
137,Mauritius,p049,Pepper production
137,Mauritius,p050,Pimento production
137,Mauritius,p051,Cloves production
137,Mauritius,p052,"Spices production, Other"
137,Mauritius,p053,Jute production
137,Mauritius,p054,Jute-Like Fibres production
137,Mauritius,p055,"Soft-Fibres production, Other"
137,Mauritius,p056,Sisal production
137,Mauritius,p057,Abaca production
137,Mauritius,p058,"Hard Fibres production, Other"
137,Mauritius,p059,Tobacco production
137,Mauritius,p060,Rubber production
137,Mauritius,p061,Fodder crops production
137,Mauritius,p062,Grazing production
137,Mauritius,p063,Cotton production
137,Mauritius,p064,"Sugar production, non-centrifugal"
137,Mauritius,p065,Sugar production
137,Mauritius,p066,"Sweeteners production, Other"
137,Mauritius,p067,Soyabean Oil extraction
137,Mauritius,p068,Groundnut Oil extraction
137,Mauritius,p069,Sunflowerseed Oil extraction
137,Mauritius,p070,Rape and Mustard Oil extraction
137,Mauritius,p071,Cottonseed Oil extraction
137,Mauritius,p072,Palmkernel Oil extraction
137,Mauritius,p073,Palm Oil production
137,Mauritius,p074,Coconut Oil extraction
137,Mauritius,p075,Sesameseed Oil extraction
137,Mauritius,p076,Olive Oil extraction
137,Mauritius,p077,Ricebran Oil extraction
137,Mauritius,p078,Maize Germ Oil extraction
137,Mauritius,p079,"Oilcrops Oil extraction, Other"
137,Mauritius,p080,Wine production
137,Mauritius,p081,Beer production
137,Mauritius,p082,"Beverages production, Fermented"
137,Mauritius,p083,"Beverages production, Alcoholic"
137,Mauritius,p084,"Alcohol production, Non-Food"
137,Mauritius,p085,Cattle husbandry
137,Mauritius,p086,Buffaloes husbandry
137,Mauritius,p087,Sheep husbandry
137,Mauritius,p088,Goats husbandry
137,Mauritius,p089,Pigs farming
137,Mauritius,p090,Poultry Birds farming
137,Mauritius,p091,Horses husbandry
137,Mauritius,p092,Asses husbandry
137,Mauritius,p093,Mules husbandry
137,Mauritius,p094,Camels husbandry
137,Mauritius,p095,"Camelids husbandry, other"
137,Mauritius,p096,Rabbits husbandry
137,Mauritius,p097,"Rodents husbandry, other"
137,Mauritius,p099,Dairy cattle husbandry
137,Mauritius,p100,Dairy buffaloes husbandry
137,Mauritius,p101,Dairy sheep husbandry
137,Mauritius,p102,Dairy goats husbandry
137,Mauritius,p103,Dairy camels husbandry
137,Mauritius,p104,Cattle slaughtering
137,Mauritius,p105,Buffaloes slaughtering
137,Mauritius,p106,Sheep slaughtering
137,Mauritius,p107,Goat slaughtering
137,Mauritius,p108,Pigs slaughtering
137,Mauritius,p109,Poultry slaughtering
137,Mauritius,p110,Horses slaughtering
137,Mauritius,p111,Asses slaughtering
137,Mauritius,p112,Mules slaughtering
137,Mauritius,p113,Camels slaughtering
137,Mauritius,p114,"Camelids slaughtering, other"
137,Mauritius,p115,Rabbits slaughtering
137,Mauritius,p116,"Rodents slaughtering, other"
137,Mauritius,p118,Beekeeping
137,Mauritius,p119,Silkworm breeding
137,Mauritius,p120,Fishing
138,Mexico,p001,Rice production
138,Mexico,p002,Wheat production
138,Mexico,p003,Barley production
138,Mexico,p004,Maize production
138,Mexico,p005,Rye production
138,Mexico,p006,Oat production
138,Mexico,p007,Millet production
138,Mexico,p008,Sorghum production
138,Mexico,p009,"Cereals production, Other"
138,Mexico,p010,Potatoes  production
138,Mexico,p011,Cassava production
138,Mexico,p012,Sweet potatoes production
138,Mexico,p013,"Roots production, Other"
138,Mexico,p014,Yams production
138,Mexico,p015,Sugar cane production
138,Mexico,p016,Sugar beet production
138,Mexico,p017,Beans production
138,Mexico,p018,Peas production
138,Mexico,p019,"Pulses  production, Other"
138,Mexico,p020,Nuts production
138,Mexico,p021,Soyabeans production
138,Mexico,p022,Groundnuts production
138,Mexico,p023,Sunflower seed production
138,Mexico,p024,Rape and Mustardseed production
138,Mexico,p025,Seed cotton production
138,Mexico,p026,Coconuts production
138,Mexico,p027,Sesame seed production
138,Mexico,p028,Oil palm fruit production
138,Mexico,p029,Olives production
138,Mexico,p030,"Oilcrops production, Other"
138,Mexico,p031,Tomatoes production
138,Mexico,p032,Onions production
138,Mexico,p033,"Vegetables production, Other"
138,Mexico,p034,"Oranges, Mandarines production"
138,Mexico,p035,"Lemons, Limes production"
138,Mexico,p036,Grapefruit production
138,Mexico,p037,"Citrus production, Other"
138,Mexico,p038,Bananas production
138,Mexico,p039,Plantains production
138,Mexico,p040,Apples production
138,Mexico,p041,Pineapples production
138,Mexico,p042,Dates production
138,Mexico,p043,Grapes production
138,Mexico,p044,"Fruits production, Other"
138,Mexico,p045,Coffee production
138,Mexico,p046,Cocoa Beans production
138,Mexico,p047,Tea production
138,Mexico,p048,Hops production
138,Mexico,p049,Pepper production
138,Mexico,p050,Pimento production
138,Mexico,p051,Cloves production
138,Mexico,p052,"Spices production, Other"
138,Mexico,p053,Jute production
138,Mexico,p054,Jute-Like Fibres production
138,Mexico,p055,"Soft-Fibres production, Other"
138,Mexico,p056,Sisal production
138,Mexico,p057,Abaca production
138,Mexico,p058,"Hard Fibres production, Other"
138,Mexico,p059,Tobacco production
138,Mexico,p060,Rubber production
138,Mexico,p061,Fodder crops production
138,Mexico,p062,Grazing production
138,Mexico,p063,Cotton production
138,Mexico,p064,"Sugar production, non-centrifugal"
138,Mexico,p065,Sugar production
138,Mexico,p066,"Sweeteners production, Other"
138,Mexico,p067,Soyabean Oil extraction
138,Mexico,p068,Groundnut Oil extraction
138,Mexico,p069,Sunflowerseed Oil extraction
138,Mexico,p070,Rape and Mustard Oil extraction
138,Mexico,p071,Cottonseed Oil extraction
138,Mexico,p072,Palmkernel Oil extraction
138,Mexico,p073,Palm Oil production
138,Mexico,p074,Coconut Oil extraction
138,Mexico,p075,Sesameseed Oil extraction
138,Mexico,p076,Olive Oil extraction
138,Mexico,p077,Ricebran Oil extraction
138,Mexico,p078,Maize Germ Oil extraction
138,Mexico,p079,"Oilcrops Oil extraction, Other"
138,Mexico,p080,Wine production
138,Mexico,p081,Beer production
138,Mexico,p082,"Beverages production, Fermented"
138,Mexico,p083,"Beverages production, Alcoholic"
138,Mexico,p084,"Alcohol production, Non-Food"
138,Mexico,p085,Cattle husbandry
138,Mexico,p086,Buffaloes husbandry
138,Mexico,p087,Sheep husbandry
138,Mexico,p088,Goats husbandry
138,Mexico,p089,Pigs farming
138,Mexico,p090,Poultry Birds farming
138,Mexico,p091,Horses husbandry
138,Mexico,p092,Asses husbandry
138,Mexico,p093,Mules husbandry
138,Mexico,p094,Camels husbandry
138,Mexico,p095,"Camelids husbandry, other"
138,Mexico,p096,Rabbits husbandry
138,Mexico,p097,"Rodents husbandry, other"
138,Mexico,p099,Dairy cattle husbandry
138,Mexico,p100,Dairy buffaloes husbandry
138,Mexico,p101,Dairy sheep husbandry
138,Mexico,p102,Dairy goats husbandry
138,Mexico,p103,Dairy camels husbandry
138,Mexico,p104,Cattle slaughtering
138,Mexico,p105,Buffaloes slaughtering
138,Mexico,p106,Sheep slaughtering
138,Mexico,p107,Goat slaughtering
138,Mexico,p108,Pigs slaughtering
138,Mexico,p109,Poultry slaughtering
138,Mexico,p110,Horses slaughtering
138,Mexico,p111,Asses slaughtering
138,Mexico,p112,Mules slaughtering
138,Mexico,p113,Camels slaughtering
138,Mexico,p114,"Camelids slaughtering, other"
138,Mexico,p115,Rabbits slaughtering
138,Mexico,p116,"Rodents slaughtering, other"
138,Mexico,p118,Beekeeping
138,Mexico,p119,Silkworm breeding
138,Mexico,p120,Fishing
141,Mongolia,p001,Rice production
141,Mongolia,p002,Wheat production
141,Mongolia,p003,Barley production
141,Mongolia,p004,Maize production
141,Mongolia,p005,Rye production
141,Mongolia,p006,Oat production
141,Mongolia,p007,Millet production
141,Mongolia,p008,Sorghum production
141,Mongolia,p009,"Cereals production, Other"
141,Mongolia,p010,Potatoes  production
141,Mongolia,p011,Cassava production
141,Mongolia,p012,Sweet potatoes production
141,Mongolia,p013,"Roots production, Other"
141,Mongolia,p014,Yams production
141,Mongolia,p015,Sugar cane production
141,Mongolia,p016,Sugar beet production
141,Mongolia,p017,Beans production
141,Mongolia,p018,Peas production
141,Mongolia,p019,"Pulses  production, Other"
141,Mongolia,p020,Nuts production
141,Mongolia,p021,Soyabeans production
141,Mongolia,p022,Groundnuts production
141,Mongolia,p023,Sunflower seed production
141,Mongolia,p024,Rape and Mustardseed production
141,Mongolia,p025,Seed cotton production
141,Mongolia,p026,Coconuts production
141,Mongolia,p027,Sesame seed production
141,Mongolia,p028,Oil palm fruit production
141,Mongolia,p029,Olives production
141,Mongolia,p030,"Oilcrops production, Other"
141,Mongolia,p031,Tomatoes production
141,Mongolia,p032,Onions production
141,Mongolia,p033,"Vegetables production, Other"
141,Mongolia,p034,"Oranges, Mandarines production"
141,Mongolia,p035,"Lemons, Limes production"
141,Mongolia,p036,Grapefruit production
141,Mongolia,p037,"Citrus production, Other"
141,Mongolia,p038,Bananas production
141,Mongolia,p039,Plantains production
141,Mongolia,p040,Apples production
141,Mongolia,p041,Pineapples production
141,Mongolia,p042,Dates production
141,Mongolia,p043,Grapes production
141,Mongolia,p044,"Fruits production, Other"
141,Mongolia,p045,Coffee production
141,Mongolia,p046,Cocoa Beans production
141,Mongolia,p047,Tea production
141,Mongolia,p048,Hops production
141,Mongolia,p049,Pepper production
141,Mongolia,p050,Pimento production
141,Mongolia,p051,Cloves production
141,Mongolia,p052,"Spices production, Other"
141,Mongolia,p053,Jute production
141,Mongolia,p054,Jute-Like Fibres production
141,Mongolia,p055,"Soft-Fibres production, Other"
141,Mongolia,p056,Sisal production
141,Mongolia,p057,Abaca production
141,Mongolia,p058,"Hard Fibres production, Other"
141,Mongolia,p059,Tobacco production
141,Mongolia,p060,Rubber production
141,Mongolia,p061,Fodder crops production
141,Mongolia,p062,Grazing production
141,Mongolia,p063,Cotton production
141,Mongolia,p064,"Sugar production, non-centrifugal"
141,Mongolia,p065,Sugar production
141,Mongolia,p066,"Sweeteners production, Other"
141,Mongolia,p067,Soyabean Oil extraction
141,Mongolia,p068,Groundnut Oil extraction
141,Mongolia,p069,Sunflowerseed Oil extraction
141,Mongolia,p070,Rape and Mustard Oil extraction
141,Mongolia,p071,Cottonseed Oil extraction
141,Mongolia,p072,Palmkernel Oil extraction
141,Mongolia,p073,Palm Oil production
141,Mongolia,p074,Coconut Oil extraction
141,Mongolia,p075,Sesameseed Oil extraction
141,Mongolia,p076,Olive Oil extraction
141,Mongolia,p077,Ricebran Oil extraction
141,Mongolia,p078,Maize Germ Oil extraction
141,Mongolia,p079,"Oilcrops Oil extraction, Other"
141,Mongolia,p080,Wine production
141,Mongolia,p081,Beer production
141,Mongolia,p082,"Beverages production, Fermented"
141,Mongolia,p083,"Beverages production, Alcoholic"
141,Mongolia,p084,"Alcohol production, Non-Food"
141,Mongolia,p085,Cattle husbandry
141,Mongolia,p086,Buffaloes husbandry
141,Mongolia,p087,Sheep husbandry
141,Mongolia,p088,Goats husbandry
141,Mongolia,p089,Pigs farming
141,Mongolia,p090,Poultry Birds farming
141,Mongolia,p091,Horses husbandry
141,Mongolia,p092,Asses husbandry
141,Mongolia,p093,Mules husbandry
141,Mongolia,p094,Camels husbandry
141,Mongolia,p095,"Camelids husbandry, other"
141,Mongolia,p096,Rabbits husbandry
141,Mongolia,p097,"Rodents husbandry, other"
141,Mongolia,p099,Dairy cattle husbandry
141,Mongolia,p100,Dairy buffaloes husbandry
141,Mongolia,p101,Dairy sheep husbandry
141,Mongolia,p102,Dairy goats husbandry
141,Mongolia,p103,Dairy camels husbandry
141,Mongolia,p104,Cattle slaughtering
141,Mongolia,p105,Buffaloes slaughtering
141,Mongolia,p106,Sheep slaughtering
141,Mongolia,p107,Goat slaughtering
141,Mongolia,p108,Pigs slaughtering
141,Mongolia,p109,Poultry slaughtering
141,Mongolia,p110,Horses slaughtering
141,Mongolia,p111,Asses slaughtering
141,Mongolia,p112,Mules slaughtering
141,Mongolia,p113,Camels slaughtering
141,Mongolia,p114,"Camelids slaughtering, other"
141,Mongolia,p115,Rabbits slaughtering
141,Mongolia,p116,"Rodents slaughtering, other"
141,Mongolia,p118,Beekeeping
141,Mongolia,p119,Silkworm breeding
141,Mongolia,p120,Fishing
143,Morocco,p001,Rice production
143,Morocco,p002,Wheat production
143,Morocco,p003,Barley production
143,Morocco,p004,Maize production
143,Morocco,p005,Rye production
143,Morocco,p006,Oat production
143,Morocco,p007,Millet production
143,Morocco,p008,Sorghum production
143,Morocco,p009,"Cereals production, Other"
143,Morocco,p010,Potatoes  production
143,Morocco,p011,Cassava production
143,Morocco,p012,Sweet potatoes production
143,Morocco,p013,"Roots production, Other"
143,Morocco,p014,Yams production
143,Morocco,p015,Sugar cane production
143,Morocco,p016,Sugar beet production
143,Morocco,p017,Beans production
143,Morocco,p018,Peas production
143,Morocco,p019,"Pulses  production, Other"
143,Morocco,p020,Nuts production
143,Morocco,p021,Soyabeans production
143,Morocco,p022,Groundnuts production
143,Morocco,p023,Sunflower seed production
143,Morocco,p024,Rape and Mustardseed production
143,Morocco,p025,Seed cotton production
143,Morocco,p026,Coconuts production
143,Morocco,p027,Sesame seed production
143,Morocco,p028,Oil palm fruit production
143,Morocco,p029,Olives production
143,Morocco,p030,"Oilcrops production, Other"
143,Morocco,p031,Tomatoes production
143,Morocco,p032,Onions production
143,Morocco,p033,"Vegetables production, Other"
143,Morocco,p034,"Oranges, Mandarines production"
143,Morocco,p035,"Lemons, Limes production"
143,Morocco,p036,Grapefruit production
143,Morocco,p037,"Citrus production, Other"
143,Morocco,p038,Bananas production
143,Morocco,p039,Plantains production
143,Morocco,p040,Apples production
143,Morocco,p041,Pineapples production
143,Morocco,p042,Dates production
143,Morocco,p043,Grapes production
143,Morocco,p044,"Fruits production, Other"
143,Morocco,p045,Coffee production
143,Morocco,p046,Cocoa Beans production
143,Morocco,p047,Tea production
143,Morocco,p048,Hops production
143,Morocco,p049,Pepper production
143,Morocco,p050,Pimento production
143,Morocco,p051,Cloves production
143,Morocco,p052,"Spices production, Other"
143,Morocco,p053,Jute production
143,Morocco,p054,Jute-Like Fibres production
143,Morocco,p055,"Soft-Fibres production, Other"
143,Morocco,p056,Sisal production
143,Morocco,p057,Abaca production
143,Morocco,p058,"Hard Fibres production, Other"
143,Morocco,p059,Tobacco production
143,Morocco,p060,Rubber production
143,Morocco,p061,Fodder crops production
143,Morocco,p062,Grazing production
143,Morocco,p063,Cotton production
143,Morocco,p064,"Sugar production, non-centrifugal"
143,Morocco,p065,Sugar production
143,Morocco,p066,"Sweeteners production, Other"
143,Morocco,p067,Soyabean Oil extraction
143,Morocco,p068,Groundnut Oil extraction
143,Morocco,p069,Sunflowerseed Oil extraction
143,Morocco,p070,Rape and Mustard Oil extraction
143,Morocco,p071,Cottonseed Oil extraction
143,Morocco,p072,Palmkernel Oil extraction
143,Morocco,p073,Palm Oil production
143,Morocco,p074,Coconut Oil extraction
143,Morocco,p075,Sesameseed Oil extraction
143,Morocco,p076,Olive Oil extraction
143,Morocco,p077,Ricebran Oil extraction
143,Morocco,p078,Maize Germ Oil extraction
143,Morocco,p079,"Oilcrops Oil extraction, Other"
143,Morocco,p080,Wine production
143,Morocco,p081,Beer production
143,Morocco,p082,"Beverages production, Fermented"
143,Morocco,p083,"Beverages production, Alcoholic"
143,Morocco,p084,"Alcohol production, Non-Food"
143,Morocco,p085,Cattle husbandry
143,Morocco,p086,Buffaloes husbandry
143,Morocco,p087,Sheep husbandry
143,Morocco,p088,Goats husbandry
143,Morocco,p089,Pigs farming
143,Morocco,p090,Poultry Birds farming
143,Morocco,p091,Horses husbandry
143,Morocco,p092,Asses husbandry
143,Morocco,p093,Mules husbandry
143,Morocco,p094,Camels husbandry
143,Morocco,p095,"Camelids husbandry, other"
143,Morocco,p096,Rabbits husbandry
143,Morocco,p097,"Rodents husbandry, other"
143,Morocco,p099,Dairy cattle husbandry
143,Morocco,p100,Dairy buffaloes husbandry
143,Morocco,p101,Dairy sheep husbandry
143,Morocco,p102,Dairy goats husbandry
143,Morocco,p103,Dairy camels husbandry
143,Morocco,p104,Cattle slaughtering
143,Morocco,p105,Buffaloes slaughtering
143,Morocco,p106,Sheep slaughtering
143,Morocco,p107,Goat slaughtering
143,Morocco,p108,Pigs slaughtering
143,Morocco,p109,Poultry slaughtering
143,Morocco,p110,Horses slaughtering
143,Morocco,p111,Asses slaughtering
143,Morocco,p112,Mules slaughtering
143,Morocco,p113,Camels slaughtering
143,Morocco,p114,"Camelids slaughtering, other"
143,Morocco,p115,Rabbits slaughtering
143,Morocco,p116,"Rodents slaughtering, other"
143,Morocco,p118,Beekeeping
143,Morocco,p119,Silkworm breeding
143,Morocco,p120,Fishing
144,Mozambique,p001,Rice production
144,Mozambique,p002,Wheat production
144,Mozambique,p003,Barley production
144,Mozambique,p004,Maize production
144,Mozambique,p005,Rye production
144,Mozambique,p006,Oat production
144,Mozambique,p007,Millet production
144,Mozambique,p008,Sorghum production
144,Mozambique,p009,"Cereals production, Other"
144,Mozambique,p010,Potatoes  production
144,Mozambique,p011,Cassava production
144,Mozambique,p012,Sweet potatoes production
144,Mozambique,p013,"Roots production, Other"
144,Mozambique,p014,Yams production
144,Mozambique,p015,Sugar cane production
144,Mozambique,p016,Sugar beet production
144,Mozambique,p017,Beans production
144,Mozambique,p018,Peas production
144,Mozambique,p019,"Pulses  production, Other"
144,Mozambique,p020,Nuts production
144,Mozambique,p021,Soyabeans production
144,Mozambique,p022,Groundnuts production
144,Mozambique,p023,Sunflower seed production
144,Mozambique,p024,Rape and Mustardseed production
144,Mozambique,p025,Seed cotton production
144,Mozambique,p026,Coconuts production
144,Mozambique,p027,Sesame seed production
144,Mozambique,p028,Oil palm fruit production
144,Mozambique,p029,Olives production
144,Mozambique,p030,"Oilcrops production, Other"
144,Mozambique,p031,Tomatoes production
144,Mozambique,p032,Onions production
144,Mozambique,p033,"Vegetables production, Other"
144,Mozambique,p034,"Oranges, Mandarines production"
144,Mozambique,p035,"Lemons, Limes production"
144,Mozambique,p036,Grapefruit production
144,Mozambique,p037,"Citrus production, Other"
144,Mozambique,p038,Bananas production
144,Mozambique,p039,Plantains production
144,Mozambique,p040,Apples production
144,Mozambique,p041,Pineapples production
144,Mozambique,p042,Dates production
144,Mozambique,p043,Grapes production
144,Mozambique,p044,"Fruits production, Other"
144,Mozambique,p045,Coffee production
144,Mozambique,p046,Cocoa Beans production
144,Mozambique,p047,Tea production
144,Mozambique,p048,Hops production
144,Mozambique,p049,Pepper production
144,Mozambique,p050,Pimento production
144,Mozambique,p051,Cloves production
144,Mozambique,p052,"Spices production, Other"
144,Mozambique,p053,Jute production
144,Mozambique,p054,Jute-Like Fibres production
144,Mozambique,p055,"Soft-Fibres production, Other"
144,Mozambique,p056,Sisal production
144,Mozambique,p057,Abaca production
144,Mozambique,p058,"Hard Fibres production, Other"
144,Mozambique,p059,Tobacco production
144,Mozambique,p060,Rubber production
144,Mozambique,p061,Fodder crops production
144,Mozambique,p062,Grazing production
144,Mozambique,p063,Cotton production
144,Mozambique,p064,"Sugar production, non-centrifugal"
144,Mozambique,p065,Sugar production
144,Mozambique,p066,"Sweeteners production, Other"
144,Mozambique,p067,Soyabean Oil extraction
144,Mozambique,p068,Groundnut Oil extraction
144,Mozambique,p069,Sunflowerseed Oil extraction
144,Mozambique,p070,Rape and Mustard Oil extraction
144,Mozambique,p071,Cottonseed Oil extraction
144,Mozambique,p072,Palmkernel Oil extraction
144,Mozambique,p073,Palm Oil production
144,Mozambique,p074,Coconut Oil extraction
144,Mozambique,p075,Sesameseed Oil extraction
144,Mozambique,p076,Olive Oil extraction
144,Mozambique,p077,Ricebran Oil extraction
144,Mozambique,p078,Maize Germ Oil extraction
144,Mozambique,p079,"Oilcrops Oil extraction, Other"
144,Mozambique,p080,Wine production
144,Mozambique,p081,Beer production
144,Mozambique,p082,"Beverages production, Fermented"
144,Mozambique,p083,"Beverages production, Alcoholic"
144,Mozambique,p084,"Alcohol production, Non-Food"
144,Mozambique,p085,Cattle husbandry
144,Mozambique,p086,Buffaloes husbandry
144,Mozambique,p087,Sheep husbandry
144,Mozambique,p088,Goats husbandry
144,Mozambique,p089,Pigs farming
144,Mozambique,p090,Poultry Birds farming
144,Mozambique,p091,Horses husbandry
144,Mozambique,p092,Asses husbandry
144,Mozambique,p093,Mules husbandry
144,Mozambique,p094,Camels husbandry
144,Mozambique,p095,"Camelids husbandry, other"
144,Mozambique,p096,Rabbits husbandry
144,Mozambique,p097,"Rodents husbandry, other"
144,Mozambique,p099,Dairy cattle husbandry
144,Mozambique,p100,Dairy buffaloes husbandry
144,Mozambique,p101,Dairy sheep husbandry
144,Mozambique,p102,Dairy goats husbandry
144,Mozambique,p103,Dairy camels husbandry
144,Mozambique,p104,Cattle slaughtering
144,Mozambique,p105,Buffaloes slaughtering
144,Mozambique,p106,Sheep slaughtering
144,Mozambique,p107,Goat slaughtering
144,Mozambique,p108,Pigs slaughtering
144,Mozambique,p109,Poultry slaughtering
144,Mozambique,p110,Horses slaughtering
144,Mozambique,p111,Asses slaughtering
144,Mozambique,p112,Mules slaughtering
144,Mozambique,p113,Camels slaughtering
